,0,1,2,3,4,5,6,7,8,9,10,11,target
46,0.3228361,0.22659752,0.1583643,0.28327894,0.106446765,0.036521427,0.0338613,0.32788604,1.0,0.15003005,0.09319055,0.17794228,4.0
47,0.39291814,0.21091284,0.12572093,0.28589934,0.12690905,0.036867496,0.030696956,0.25366497,1.0,0.16690928,0.09751717,0.17018032,4.0
48,0.6659332,0.29114234,0.23626676,0.45503718,0.2326222,0.045197442,0.03777967,0.23058505,1.0,0.21095301,0.24841928,0.2757233,4.0
49,0.38987273,0.3158345,0.27072588,0.610509,0.26752836,0.060322803,0.04347176,0.25439698,1.0,0.20888437,0.25072286,0.19989872,4.0
50,0.29837653,0.15693152,0.35191563,1.0,0.20166126,0.04943512,0.031311404,0.32407138,0.8315195,0.112408705,0.0767905,0.20592128,4.0
51,0.4032079,0.1510502,0.3628779,0.8101029,0.15206806,0.05692921,0.04161989,0.4919647,1.0,0.110417426,0.07055454,0.28780654,4.0
52,0.19452417,0.11472212,0.13595626,0.3342495,0.2981741,0.13267154,0.0437846,0.3380407,1.0,0.18070048,0.07116676,0.16584218,4.0
53,0.15392953,0.10229212,0.09136527,0.41036332,0.69701874,0.21318337,0.05162688,0.14340685,1.0,0.36126378,0.103315465,0.2897798,4.0
54,0.1264675,0.12290088,0.0924041,0.17331046,0.23174186,0.0756935,0.10410219,0.10013673,1.0,0.5539716,0.113710314,0.23282908,4.0
55,0.10080914,0.12365491,0.11530562,0.07139917,0.07468082,0.061192933,0.22264935,0.1443787,1.0,0.7015573,0.085907355,0.08491312,4.0
56,0.06957129,0.104282334,0.08147758,0.039517835,0.036481377,0.04330892,0.197254,0.16193861,1.0,0.6762572,0.07545962,0.072103,4.0
57,0.12250146,0.16263944,0.13357976,0.07795365,0.03713582,0.054050446,0.23600861,0.27268714,1.0,0.6295465,0.14277606,0.15583228,4.0
58,0.12522297,0.13697764,0.13539666,0.12859848,0.049672827,0.059164964,0.1980046,0.2760361,1.0,0.5794881,0.12264692,0.13310607,4.0
59,0.15872039,0.17410757,0.14048092,0.09282598,0.038582824,0.057686336,0.15790574,0.14814518,1.0,0.9008262,0.10493264,0.105100855,4.0
60,0.17117976,0.23601653,0.13534664,0.055076182,0.02658898,0.052294157,0.14109513,0.13686226,0.8043864,1.0,0.11560444,0.10538743,4.0
61,0.13651623,0.20500615,0.08694258,0.035076123,0.022334859,0.033309825,0.13492838,0.14053693,0.99410695,1.0,0.10454356,0.082184,4.0
62,0.20941696,0.36886847,0.13569158,0.053305965,0.06967519,0.06963478,0.30637866,0.21704467,0.871949,1.0,0.17053336,0.17713836,4.0
63,0.28516477,0.503056,0.19272417,0.092349015,0.15417041,0.07788966,0.2256992,0.21219087,0.63296086,1.0,0.33641064,0.4139884,4.0
64,0.26048964,0.3772258,0.15645105,0.18112113,0.3485152,0.0513387,0.053703986,0.10030932,0.44380635,1.0,0.33371606,0.44548833,4.0
65,0.3785576,0.41150835,0.2509233,0.6115299,0.5487159,0.05985258,0.051482946,0.17203298,1.0,0.98964584,0.39816457,0.46556124,4.0
66,0.35316268,0.30145156,0.33826137,0.6993716,0.2137414,0.04828229,0.057588927,0.3751729,1.0,0.37645012,0.26207808,0.3078445,4.0
67,0.21612443,0.19883859,0.6814764,1.0,0.20332469,0.060883176,0.042612895,0.39420506,0.5508375,0.21940331,0.26357237,0.26400357,4.0
68,0.17323133,0.20077245,0.7440341,1.0,0.1887493,0.05001971,0.0395775,0.37738088,0.45271164,0.21592294,0.2529287,0.25776404,4.0
69,0.22703062,0.19828169,0.8322226,1.0,0.1041072,0.03663546,0.024076063,0.1908165,0.27646196,0.122839406,0.112397306,0.2386554,4.0
70,0.4616827,0.34093705,0.7824209,1.0,0.11187213,0.05245273,0.040945217,0.24985567,0.74884516,0.17326058,0.13656875,0.346909,4.0
71,0.32691172,0.28494203,0.32872862,0.5723163,0.23355927,0.14831358,0.106735066,0.4391896,1.0,0.2234236,0.19211756,0.2257325,4.0
72,0.27700198,0.2268632,0.30031696,0.49331117,0.57771593,0.40694705,0.33569783,0.9829191,1.0,0.25295,0.25157952,0.53134924,4.0
73,0.34587508,0.362405,0.28047764,0.29598403,0.41793093,0.53977644,1.0,0.8135099,0.5577641,0.24055338,0.28671265,0.669437,4.0
74,0.16054538,0.29478124,0.18863454,0.09510743,0.16040473,0.8965501,1.0,0.21345647,0.2426969,0.11765468,0.10791117,0.15611894,4.0
75,0.121449664,0.19213094,0.10877596,0.06492318,0.092050985,1.0,0.8650832,0.16086382,0.27409652,0.11217457,0.05110281,0.10045946,4.0
76,0.1829817,0.263632,0.20753495,0.24072741,0.12822503,1.0,0.86199677,0.33346614,0.8537488,0.2555461,0.08416626,0.17740272,4.0
77,0.13474038,0.18215246,0.15320964,0.39539742,0.17485312,0.4463516,0.3951727,0.3825676,1.0,0.26182052,0.06605823,0.114832535,4.0
78,0.2427303,0.40491953,0.27545366,0.6730312,0.40506026,0.6507539,1.0,0.42203698,0.98196006,0.51683795,0.1657553,0.25033623,4.0
79,0.10619105,0.19978479,0.12963697,0.23618172,0.39869475,1.0,0.5146017,0.10639574,0.28977844,0.30849263,0.06941589,0.11745541,4.0
80,0.15782142,0.27618217,0.18447553,0.70449543,1.0,0.64311945,0.21255308,0.11241748,0.4255997,0.3752642,0.06386221,0.07953001,4.0
81,0.100285694,0.21160644,0.12506846,0.745622,1.0,0.13414657,0.04476368,0.09503468,0.26703462,0.1574106,0.032413118,0.043652892,4.0
82,0.11559777,0.23999777,0.14364994,0.7088234,1.0,0.14129305,0.044558678,0.10431874,0.33756542,0.17658372,0.07308599,0.11402001,4.0
83,0.22135006,0.3624811,0.18265386,0.5985723,1.0,0.1737732,0.055322014,0.11833501,0.2762619,0.20285279,0.2202535,0.31875548,4.0
84,0.48504305,0.85549897,0.6271464,0.4874858,1.0,0.35959756,0.101486236,0.27847418,0.86263746,0.43405837,0.6233012,0.92899144,4.0
85,0.4054286,0.6273118,0.4743732,0.5601475,0.85708123,0.2579616,0.067347765,0.22058032,0.66237915,0.34942684,0.63991255,1.0,4.0
86,0.28465024,0.47323763,0.41910547,1.0,0.84794813,0.1526574,0.062104642,0.27555177,0.37554204,0.31926367,0.83555704,0.7703922,4.0
87,0.19691642,0.2817571,0.27114448,1.0,0.45773998,0.07423659,0.038786117,0.18910377,0.18036596,0.16892858,0.47536322,0.37632388,4.0
88,0.23404863,0.3330173,0.2560742,1.0,0.56614023,0.09869926,0.04113072,0.25123164,0.30677527,0.17218253,0.44230506,0.5620255,4.0
89,0.44928133,0.44631082,0.27661958,0.63469315,0.8061695,0.21321629,0.047026474,0.3613068,0.89613956,0.24435945,0.40090275,1.0,4.0
90,0.64145654,0.26872388,0.16952322,0.19039442,0.78156763,0.3600365,0.052509792,0.17876627,0.62941533,0.21185932,0.24104708,1.0,4.0
91,0.51724374,0.22981118,0.16539666,0.2242247,1.0,0.4457279,0.077158466,0.13445967,0.47746274,0.19290113,0.14191036,0.79709417,4.0
92,0.41553742,0.4336425,0.2758148,0.27172515,0.75497675,0.3166901,0.10995694,0.20870341,0.5545208,0.1881024,0.3509416,1.0,4.0
93,0.46391082,0.6828525,0.42369184,1.0,0.69054925,0.32418665,0.2662109,0.22038221,0.41768327,0.30509418,0.73251337,0.84589756,4.0
94,0.17308122,0.24109547,0.21879572,1.0,0.7314368,0.26375806,0.19291796,0.09812922,0.22076821,0.19350028,0.2514818,0.15554902,4.0
95,0.12992124,0.20606695,0.14246695,0.56008464,1.0,0.5037505,0.14937605,0.16821806,0.40000293,0.17197335,0.11911548,0.1336231,4.0
96,0.14525022,0.3015774,0.13391282,0.47252303,1.0,0.7846296,0.13218692,0.26958302,0.7959045,0.25715667,0.09506844,0.09886927,4.0
97,0.3283194,0.85402364,0.5244812,1.0,0.9761188,0.44722134,0.10308244,0.22996794,0.85340613,0.2484516,0.116487466,0.12243212,4.0
98,0.33071536,1.0,0.46144038,0.29479438,0.19483443,0.14554562,0.06557489,0.20572601,0.622097,0.12542693,0.07214188,0.09896002,4.0
99,0.2775399,0.90577716,0.22355294,0.25059962,0.24191336,0.22319835,0.08966007,0.3857256,1.0,0.19382866,0.09752567,0.13296779,4.0
100,0.17586973,0.36681256,0.1623799,0.5999712,1.0,0.3522342,0.06912366,0.32433861,0.7970783,0.15057003,0.10353387,0.2643042,4.0
101,0.17067924,0.12706745,0.11150367,0.5568941,1.0,0.30779544,0.041471604,0.12913889,0.38529953,0.07795565,0.08930607,0.4171216,4.0
102,0.31781185,0.32584444,0.18552797,0.6355535,1.0,0.31371266,0.075216606,0.16495802,0.53762245,0.11168728,0.18063076,0.70368755,4.0
103,0.47715095,0.7378576,0.2765237,0.4337015,0.81692827,0.36099637,0.102351606,0.23746619,0.87379354,0.19219223,0.399562,1.0,4.0
104,0.4283382,0.6630733,0.2582377,0.3081658,0.60711056,0.35703963,0.15717095,0.16422985,0.4568366,0.1174903,0.39746135,1.0,4.0
105,0.20820975,0.68646926,0.2390676,0.2688399,0.3423176,0.39788225,1.0,0.42840627,0.21615408,0.09605086,0.291278,0.39356,4.0
106,0.13049117,0.42125878,0.1551385,0.21807781,0.211176,0.33076644,1.0,0.35511065,0.10063684,0.05260222,0.14532442,0.1533005,4.0
107,0.25361377,0.49033666,0.20681135,0.581479,0.7729532,0.6161808,1.0,0.34501165,0.19545415,0.06619192,0.2068656,0.37492713,4.0
108,0.2282328,0.3786456,0.21062239,0.5744759,1.0,0.4251806,0.15099208,0.14414233,0.32136175,0.07493774,0.18003884,0.5083137,4.0
109,0.301468,0.29321072,0.18917064,0.48838452,1.0,0.38597283,0.11553688,0.14232188,0.5018565,0.16388878,0.1582866,0.5303558,4.0
110,0.30017278,0.22999437,0.16254759,0.59179,0.8008805,0.29762456,0.108392715,0.24867469,1.0,0.44728452,0.18619913,0.4979917,4.0
111,0.2517126,0.14927097,0.18190265,0.7296949,0.52636266,0.18844324,0.09473848,0.33233148,1.0,0.3937209,0.24469256,0.54373723,4.0
112,0.45260546,0.12169899,0.15828714,0.45785904,0.37890083,0.14709473,0.0783459,0.44558236,1.0,0.17791614,0.24557385,0.8004384,4.0
113,0.4663639,0.08759146,0.21910417,0.4909915,0.46495044,0.15298696,0.069973595,0.540069,1.0,0.15167631,0.2080025,0.9055681,4.0
114,0.47528017,0.07317604,0.21584104,0.4845762,0.66481286,0.21586557,0.08801647,0.6757812,0.9369198,0.1377217,0.20077777,1.0,4.0
115,0.44606072,0.052610468,0.10317806,0.2351158,0.3864199,0.15645635,0.086785965,0.39081058,0.38010648,0.07987956,0.15870833,1.0,4.0
116,0.4430668,0.051616065,0.11191082,0.2465213,0.26755625,0.1066629,0.08144226,0.559806,0.5268686,0.05558871,0.14457525,1.0,4.0
117,0.3685861,0.06312716,0.16147195,0.2939657,0.2808811,0.12557688,0.076221146,0.921236,1.0,0.075025305,0.10697217,0.73180526,4.0
118,0.33295023,0.05475014,0.12554349,0.21870306,0.22426367,0.1072631,0.056384392,0.74302274,1.0,0.07656759,0.08338112,0.59433293,4.0
119,0.5283046,0.08676952,0.3194771,0.7092808,0.6313225,0.29893696,0.0931411,0.68353516,1.0,0.10307412,0.13879478,0.9253108,4.0
120,0.4944311,0.07633062,0.19296107,0.6508593,1.0,0.35240352,0.06435617,0.5358856,0.879623,0.07426135,0.14703517,0.9870046,4.0
121,0.49692142,0.073362805,0.092111185,0.36649498,0.5837846,0.1709685,0.060826365,0.67407286,1.0,0.08205057,0.17002676,0.90212613,4.0
122,0.46903482,0.078663744,0.1277602,0.27331284,0.25327322,0.09322661,0.05235956,0.7573857,1.0,0.0857615,0.20584099,0.82034594,4.0
123,0.43533918,0.05201534,0.13002141,0.21943521,0.11249728,0.042468216,0.03616416,0.6768937,1.0,0.085805625,0.17208546,0.7479089,4.0
124,0.3527242,0.07665386,0.22191703,0.3941751,0.09168155,0.05041923,0.118962444,0.5877829,1.0,0.08871865,0.12980914,0.6143101,4.0
125,0.3243546,0.11546965,0.21753564,0.36568058,0.13990149,0.11965888,0.35479948,0.6787467,1.0,0.10721848,0.13225874,0.5517339,4.0
126,0.40997902,0.08550189,0.1900693,0.34202763,0.16015163,0.120719224,0.24846844,0.5231792,1.0,0.10762687,0.13147363,0.59450203,4.0
127,0.41429186,0.06464344,0.17550102,0.36345243,0.12415088,0.05302994,0.04672808,0.4078827,1.0,0.10169686,0.1087792,0.48352388,4.0
128,0.2729453,0.052646294,0.14606424,0.40287185,0.13179909,0.036005594,0.03975756,0.35143828,1.0,0.18124264,0.10183437,0.31265587,4.0
129,0.10609295,0.04235699,0.068966836,0.2523552,0.12360741,0.03981415,0.06822973,0.23340783,1.0,0.29778183,0.102882124,0.15944862,4.0
130,0.10673918,0.05121296,0.06720009,0.26554307,0.14919636,0.067975536,0.20669211,0.23788777,1.0,0.31141886,0.14418113,0.1747912,4.0
131,0.06275246,0.032748792,0.03961333,0.10111823,0.089580506,0.059058577,0.33852044,0.19602035,1.0,0.5184204,0.16413833,0.14103003,4.0
132,0.0549095,0.024787156,0.032733407,0.042473454,0.054047573,0.04831994,0.29155663,0.14338504,1.0,0.72338396,0.14627902,0.1596706,4.0
133,0.07037124,0.024599722,0.03888032,0.046273872,0.06861663,0.052382216,0.16299264,0.09559676,1.0,0.909361,0.14398202,0.25286767,4.0
134,0.14635,0.023929287,0.032975703,0.056987386,0.0933879,0.05583135,0.1570281,0.10204277,1.0,0.8659213,0.17457998,0.52014494,4.0
135,0.21973675,0.03176727,0.040773384,0.07027126,0.11894278,0.06717411,0.25386292,0.15009439,1.0,0.9556204,0.2840991,0.78426266,4.0
136,0.118785195,0.044626042,0.04773687,0.08054124,0.14007123,0.07344054,0.3784889,0.29496956,0.9226762,1.0,0.28687668,0.5088502,4.0
137,0.08871206,0.041634653,0.037929773,0.08899764,0.18333203,0.07551023,0.2919876,0.3139528,0.5214216,1.0,0.28327033,0.43738964,4.0
138,0.11610804,0.039758798,0.043669365,0.11204297,0.2954771,0.13334632,0.1479419,0.20437756,0.41903362,1.0,0.34644255,0.34742135,4.0
139,0.24507178,0.0770283,0.14659822,0.3738034,0.59743965,0.39561135,0.17968862,0.15424354,0.41352195,0.6946816,1.0,0.998289,4.0
140,0.18934298,0.06983319,0.159104,0.42929637,0.24430837,0.16500944,0.15249325,0.08228216,0.16668002,0.1487231,0.37673128,1.0,4.0
141,0.24692856,0.099007,0.14908473,0.42285457,0.1704533,0.11091654,0.33737108,0.11179077,0.23891255,0.155973,0.17375302,1.0,4.0
142,0.16423677,0.10343707,0.17971216,0.419088,0.110114284,0.1800055,0.36375442,0.09635763,0.20430212,0.1139856,0.3018033,1.0,4.0
143,0.12073964,0.07701102,0.18006088,0.2886812,0.09419428,0.26224852,0.49631837,0.13814037,0.20092092,0.07294398,0.41646987,1.0,4.0
144,0.11336296,0.06714747,0.102170736,0.15846479,0.079187326,0.26792362,0.7350199,0.18636192,0.14185505,0.05177523,0.34199554,1.0,4.0
145,0.11707383,0.05387379,0.07250847,0.115734726,0.070996545,0.22250664,0.50719553,0.109658435,0.07707483,0.05702146,0.2629979,1.0,4.0
146,0.14851375,0.046645515,0.082244195,0.16339506,0.09520744,0.182202,0.43594328,0.08902751,0.09087396,0.069338374,0.21355899,1.0,4.0
147,0.1851694,0.052525245,0.10990522,0.25805306,0.16229226,0.120929055,0.34305736,0.08016738,0.10438384,0.09852257,0.21515167,1.0,4.0
148,0.18485335,0.083450645,0.2433758,0.627592,0.3194368,0.156123,0.17143272,0.16861264,0.8719793,0.56534106,0.43650803,1.0,4.0
149,0.08884167,0.046298344,0.14154857,0.37658828,0.22076626,0.21048889,0.14220585,0.25496414,1.0,0.62935114,0.33455458,0.27195105,4.0
150,0.13506046,0.06372394,0.117821604,0.32925534,0.36246955,0.3442918,0.37890983,0.6600712,1.0,0.70215875,0.36048758,0.48293403,4.0
151,0.15653044,0.06396435,0.098963745,0.22820324,0.38429427,0.29167858,0.44231087,0.81111896,1.0,0.37586257,0.3719038,0.6282924,4.0
152,0.1941023,0.09434912,0.13287659,0.2847429,0.4613186,0.3841043,0.5373966,0.41434017,1.0,0.6437256,0.55381817,0.73247397,4.0
153,0.26034874,0.06638072,0.085333824,0.13205577,0.17983106,0.13511439,0.33740255,0.2722054,1.0,0.6135027,0.46200517,0.91925955,4.0
154,0.16947247,0.03227779,0.036427148,0.03981834,0.05818928,0.054515935,0.19638063,0.312841,1.0,0.47153357,0.23356766,0.5172399,4.0
155,0.13505164,0.049274396,0.055848647,0.10935262,0.1831674,0.17680627,0.3624127,0.52017957,1.0,0.4976374,0.22969617,0.37392035,4.0
156,0.07242565,0.04183975,0.07554634,0.5770481,1.0,0.45463222,0.68508047,0.63185376,0.29496825,0.1976852,0.16941623,0.28991053,4.0
157,0.039914686,0.016978035,0.05339066,0.6088879,1.0,0.31441066,0.14690214,0.08325151,0.05220316,0.061057393,0.077667095,0.14440225,4.0
158,0.06728394,0.022966009,0.096063346,0.7275571,1.0,0.22524081,0.053122967,0.043952737,0.050963268,0.05240659,0.08067284,0.16361408,4.0
159,0.14719197,0.03646318,0.098014615,0.41771626,1.0,0.29749107,0.07272412,0.03608387,0.081836514,0.065319136,0.09162398,0.34332037,4.0
160,0.33623418,0.082211055,0.17187896,0.23579422,1.0,0.38425583,0.070856325,0.047315605,0.16410634,0.10190879,0.16229664,0.7188812,4.0
161,0.39427766,0.12591851,0.2894153,0.20983669,0.82013273,0.34589276,0.090616204,0.06293524,0.23185156,0.14550552,0.2807786,1.0,4.0
162,0.26597458,0.19268484,0.26236284,0.20042019,0.4695281,0.2656785,0.31557304,0.16624665,0.30679062,0.23455968,0.43320352,1.0,4.0
163,0.1888185,0.34226483,0.15274744,0.2846507,0.47103,0.2877733,1.0,0.3726063,0.22438441,0.22159125,0.44406092,0.7072399,4.0
164,0.17382552,0.29272625,0.14724413,0.58490026,0.55716276,0.27572858,1.0,0.42412642,0.22039974,0.24622327,0.53674185,0.48640198,4.0
165,0.25121403,0.22706866,0.19310598,1.0,0.58759135,0.20836808,0.46996823,0.42486593,0.30446756,0.3273054,0.8279731,0.8290378,4.0
166,0.21342011,0.065527596,0.07943145,0.3727131,0.35534823,0.08585034,0.11564846,0.14788298,0.1848984,0.14456055,0.37779287,1.0,4.0
167,0.28999248,0.05298764,0.08222344,0.2476371,0.51693034,0.16981937,0.051905204,0.12000457,0.3767903,0.15594353,0.25887394,1.0,4.0
168,0.47034025,0.06729526,0.11289014,0.35651037,0.6838964,0.28332824,0.05118022,0.15750492,0.5826739,0.19229835,0.16593137,1.0,4.0
169,0.37572727,0.13065475,0.11159806,0.3159148,0.63922507,0.1946644,0.06975683,0.12917224,0.36277205,0.14462753,0.18264459,1.0,4.0
170,0.28998157,0.44067985,0.22707726,0.774129,1.0,0.24645932,0.17716296,0.24380508,0.34972888,0.22336319,0.43782592,0.8085873,4.0
171,0.2058872,0.2021694,0.27103075,0.85395885,1.0,0.3565161,0.2816967,0.14864781,0.20478457,0.17910348,0.5495834,0.7316622,4.0
172,0.273014,0.04015631,0.07493004,0.32292476,0.447227,0.1358413,0.12346639,0.05464997,0.08284808,0.067017436,0.3411854,1.0,4.0
173,0.31646723,0.02527215,0.037715733,0.22345881,0.38969547,0.07467448,0.08456771,0.047784675,0.07676796,0.046325084,0.22868888,1.0,4.0
174,0.3037562,0.06664107,0.17335661,0.4795979,0.6038976,0.15729547,0.1618141,0.10009353,0.14538157,0.15798429,0.3657407,1.0,4.0
175,0.27123517,0.21602014,0.5586886,1.0,0.6331964,0.25735974,0.2699988,0.25558016,0.2180543,0.18784933,0.2836219,0.67704946,4.0
176,0.28823563,0.12125502,0.16295905,0.5713789,0.76294494,0.26262093,0.30167142,0.14877081,0.20388451,0.11001416,0.30947447,1.0,4.0
177,0.33010715,0.04665367,0.046185356,0.16535959,0.20324552,0.10629556,0.33290967,0.12670358,0.058888342,0.044335395,0.26044676,1.0,4.0
178,0.3951639,0.047113508,0.032455742,0.10458773,0.09677824,0.091934666,0.39552623,0.13406478,0.031342614,0.032301,0.2261571,1.0,4.0
179,0.4680734,0.11080363,0.08408691,0.17215455,0.17126556,0.19418192,0.53188384,0.15250212,0.07393991,0.083626345,0.36178803,1.0,4.0
180,0.5066096,0.16391037,0.17974283,0.2955243,0.31843477,0.2647929,0.53702617,0.19162895,0.15055987,0.18190403,0.51419264,1.0,4.0
181,0.62518644,0.55138755,0.27656192,0.22497158,0.39973718,0.3680046,0.607531,0.34554392,0.53675336,0.29649904,0.5713735,1.0,4.0
182,0.55417234,1.0,0.24530822,0.12614274,0.16582291,0.2695245,0.5800617,0.349355,0.7498161,0.23491897,0.25938258,0.50064266,4.0
183,0.74093896,1.0,0.24771504,0.22221689,0.16773319,0.31288823,0.70489746,0.32177258,0.51426685,0.2186334,0.31367794,0.5906691,4.0
184,0.69214886,0.6089761,0.19101408,0.53203845,0.384982,0.33862832,1.0,0.36767244,0.2958928,0.2091299,0.5204674,0.8047918,4.0
185,0.40705308,0.20152429,0.12978384,0.5001982,0.48066702,0.42265671,1.0,0.2727638,0.19292943,0.18638162,0.45579425,0.6967328,4.0
186,0.46204653,0.25422442,0.58239466,0.9456779,0.5580764,0.39965895,0.73994666,0.3578813,0.53950286,0.5349512,0.97485995,1.0,4.0
